SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD_Hist-10-10,MACD-10-10,MACD_Signal-10-10,SlowK,SlowD,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Middle Band-10-10,Real Lower Band-10-10,Real Upper Band-20-20,Real Lower Band-20-20,Chaikin A/D,OBV
118.0255,118.0182,119.0804,118.9897,0.6732,-0.2207,-0.8939,92.3941,89.5293,63.8308,54.7638,14.9898,7.7866,133.0413,167.3395,100.0000,40.0000,5.0000,70.0000,113.0583,122.9928,122.7960,113.2405,472377842.4733,364497143.0000
117.6157,117.9584,118.3678,118.6426,0.4831,-0.5791,-1.0622,92.3970,82.0332,60.5222,53.1108,13.9778,7.7508,146.2989,134.5873,100.0000,50.0000,10.0000,75.0000,113.5232,121.7082,122.5469,113.3698,470098944.9089,360513171.0000
117.2994,118.0445,117.7456,118.3768,0.2688,-0.9142,-1.1829,83.7967,65.0255,58.9958,52.3631,13.6087,7.8895,175.2834,110.6532,100.0000,60.0000,0.0000,80.0000,113.9286,120.6702,122.9261,113.1629,467524021.9411,356184315.0000
117.0307,118.2168,117.0977,118.1363,-0.0268,-1.2770,-1.2501,69.9058,45.7536,48.3931,47.6838,13.5461,8.1152,47.2570,-6.2593,40.0000,70.0000,5.0000,85.0000,114.4356,119.6258,123.6660,112.7676,467795685.1702,351714220.0000
116.9227,118.2888,116.9698,118.1850,-0.1738,-1.4172,-1.2434,41.3741,26.4633,48.7628,47.8292,14.2271,8.2324,44.1138,-13.8009,50.0000,80.0000,10.0000,90.0000,114.3537,119.4916,123.7454,112.8322,464149210.6705,347182827.0000
116.7280,118.3925,116.7919,118.2287,-0.3855,-1.5855,-1.2000,25.9809,22.8256,38.5378,43.8966,15.5774,8.4700,-65.8037,-86.9353,60.0000,90.0000,15.0000,95.0000,114.1505,119.3055,123.8844,112.9006,466640946.1845,342538232.0000
116.7903,118.7590,117.0979,118.5248,-0.4338,-1.5374,-1.1036,12.0351,29.1813,35.8229,42.9341,14.7568,8.2988,-136.8240,-135.3451,70.0000,100.0000,0.0000,100.0000,114.3146,119.2659,124.3838,113.1341,462930687.0642,338253144.0000
116.8214,119.4515,117.5952,118.9106,-0.4020,-1.3971,-0.9952,30.4608,44.8559,37.4966,43.7344,13.2254,8.0154,-68.6723,-95.6707,0.0000,10.0000,0.0000,55.0000,114.4376,119.2053,126.2699,112.6332,465957243.3134,343014019.0000
117.2361,120.1796,118.0645,119.2714,-0.3666,-1.2612,-0.8947,45.0480,57.6075,39.7700,44.8132,12.3251,7.8939,-53.3373,-80.7667,10.0000,20.0000,0.0000,60.0000,114.5098,119.9624,128.1586,112.2007,465236161.0905,337822227.0000
117.5271,120.9764,118.4500,119.5810,-0.3526,-1.1556,-0.8030,59.0588,64.2147,46.6106,47.8277,11.8856,7.8849,62.8412,-37.3580,0.0000,30.0000,5.0000,65.0000,114.6337,120.4206,130.3235,111.6292,468533036.2474,342100315.0000
118.0109,121.5789,118.4150,119.6835,-0.5211,-1.2360,-0.7149,68.7158,62.9403,45.0474,47.2077,12.9715,8.1840,18.5579,-48.2668,10.0000,40.0000,10.0000,70.0000,113.4306,122.5912,131.7544,111.4033,470106716.0970,338056127.0000
118.3010,121.9454,118.4652,119.8408,-0.6933,-1.2779,-0.5846,64.8696,51.4331,44.4000,46.9431,13.8181,8.4323,-23.6514,-64.3572,20.0000,50.0000,15.0000,75.0000,113.3592,123.2428,132.1341,111.7566,472326368.2474,334310464.0000
118.7896,122.3527,118.5677,120.0342,-0.8827,-1.2940,-0.4113,55.2355,35.6311,44.3067,46.9032,14.6093,8.6652,-7.4087,-55.6679,0.0000,60.0000,20.0000,80.0000,113.1454,124.4338,132.5301,112.1754,476429886.9045,338967632.0000
119.4029,122.5863,118.6994,120.2509,-1.1022,-1.2928,-0.1906,34.1942,21.2304,40.0220,45.0436,15.8992,8.9949,-52.2873,-81.4454,10.0000,70.0000,25.0000,85.0000,112.9687,125.8370,132.5635,112.6092,474044454.8427,335051251.0000
119.6550,122.8769,119.1675,120.6360,-1.2166,-1.1317,0.0850,17.4635,11.5052,37.6190,44.0071,16.3318,9.1417,-100.5831,-114.9108,20.0000,80.0000,30.0000,90.0000,113.4891,125.8209,132.4700,113.2838,469988522.5610,330891763.0000
120.0570,123.1757,119.9106,121.1426,-1.2204,-0.8313,0.3891,12.0337,11.8512,38.0006,44.2278,16.2427,9.1841,-109.1250,-118.4557,30.0000,90.0000,35.0000,95.0000,114.4432,125.6708,132.2286,114.1229,473414080.9559,341640929.0000
120.7277,123.5534,120.7712,121.6799,-1.1518,-0.4576,0.6942,5.0183,20.8253,35.6230,43.1319,16.1437,9.2288,-171.4575,-157.8851,0.0000,100.0000,40.0000,100.0000,115.6146,125.8407,131.9931,115.1138,467994794.7814,335512209.0000
122.0816,123.9189,122.0156,122.3650,-0.8679,0.1142,0.9822,18.5015,38.5349,43.3162,47.7156,15.4662,9.1573,-79.1147,-105.0966,0.0000,20.0000,45.0000,60.0000,116.4285,127.7348,131.4603,116.3776,471755652.3851,342259630.0000
123.1232,123.9053,122.5458,122.6529,-0.8106,0.3885,1.1991,38.9560,52.3516,42.3374,47.2505,16.2108,9.4600,-68.5880,-90.1243,0.0000,30.0000,50.0000,0.0000,116.0112,130.2351,131.4785,116.3321,477733745.0779,348887908.0000
124.4256,123.7578,123.2804,123.0121,-0.6292,0.7726,1.4018,58.1471,54.9546,50.8770,51.9962,17.6912,9.9339,-31.7224,-35.2502,10.0000,40.0000,55.0000,5.0000,115.9882,132.8629,131.7896,115.7260,479885376.9999,353650509.0000
125.1468,123.5096,123.2437,122.9665,-0.7357,0.8234,1.5591,59.9517,46.4095,45.3161,49.2855,19.0811,10.2718,-42.7472,-34.3194,20.0000,50.0000,60.0000,10.0000,115.9675,134.3262,131.8650,115.1542,487204599.1500,361749503.0000
125.5897,123.4157,123.7223,123.1641,-0.6268,1.1162,1.7430,46.7651,31.7232,49.1437,51.3932,20.5382,10.7113,-36.6737,-13.2828,30.0000,60.0000,65.0000,15.0000,116.8177,134.3617,131.9187,114.9126,485007567.8748,358889217.0000
125.9158,123.2171,123.9072,123.1929,-0.6095,1.2902,1.8997,32.5118,22.3205,51.8045,52.8437,22.6701,11.2510,-34.0496,2.7426,40.0000,70.0000,70.0000,20.0000,117.3289,134.5027,131.9425,114.4917,486501502.5060,362043079.0000
125.7698,122.9669,123.8627,123.0966,-0.6823,1.3698,2.0521,15.8928,21.2556,39.7565,47.0129,25.0388,11.8191,-103.7711,-71.8879,50.0000,80.0000,75.0000,0.0000,117.0168,134.5228,131.8612,114.0727,486966498.9939,356437288.0000
126.0988,122.7246,124.9180,123.5159,-0.2629,1.9598,2.2226,18.5568,36.6081,41.1087,47.8344,25.0183,11.8515,-112.6822,-53.7396,60.0000,90.0000,80.0000,0.0000,118.1621,134.0356,132.2662,113.1829,483634950.9922,361586044.0000
126.2945,122.4311,126.0456,123.9024,0.3216,2.6100,2.2884,29.3172,56.2457,46.8008,51.2122,25.3498,11.9882,-142.6820,-57.2706,70.0000,100.0000,85.0000,5.0000,118.9067,133.6823,132.6464,112.2158,481335585.2995,355368041.0000
126.3792,122.1337,126.7792,124.0243,0.8986,3.1066,2.2080,61.9502,76.2422,62.9335,59.4104,25.7182,12.1321,42.3925,94.1439,80.0000,20.0000,90.0000,10.0000,119.1381,133.6202,132.6374,111.6300,492605451.8978,367121715.0000
125.7562,121.7487,126.3498,123.5309,1.1044,3.0877,1.9833,77.4697,84.6595,67.6221,61.5007,24.8175,11.7553,85.6721,128.9247,90.0000,0.0000,95.0000,15.0000,118.3548,133.1576,131.8152,111.6823,497058281.5069,371846770.0000
124.6874,121.2547,125.5287,122.8452,1.1757,2.8829,1.7072,89.3067,87.9888,76.1157,65.1233,22.7698,11.1613,158.7968,191.7959,100.0000,0.0000,100.0000,20.0000,116.9911,132.3837,130.5871,111.9224,498897249.5677,377238290.0000
123.0901,120.6391,124.0319,121.8538,0.9404,2.3536,1.4133,87.2020,84.5666,73.9877,63.6513,19.3895,10.3317,181.6621,202.3773,100.0000,10.0000,100.0000,25.0000,115.7236,130.4565,128.4924,112.7857,493915505.3994,371869903.0000
121.8724,120.1052,122.5594,120.9270,0.6292,1.8074,1.1782,87.4577,80.2243,65.0090,58.3011,16.1012,9.6168,110.4422,151.0736,90.0000,20.0000,95.0000,30.0000,116.0483,127.6964,126.4727,113.7377,498335043.8994,365977185.0000
121.2416,119.7866,121.9018,120.4436,0.5863,1.6072,1.0208,79.0401,75.1850,67.5941,59.3223,14.4279,9.4381,137.0714,189.7639,100.0000,30.0000,100.0000,35.0000,115.7787,126.7045,125.6570,113.9162,494711169.7502,369841316.0000
120.5184,119.4493,120.9575,119.8428,0.3896,1.2638,0.8743,74.1750,76.4382,59.5831,55.1930,12.5687,9.2500,85.0035,133.1374,70.0000,40.0000,85.0000,40.0000,116.0166,125.0202,124.5418,114.3568,492453205.9045,365927512.0000
120.1641,119.1744,120.5820,119.5476,0.3871,1.1640,0.7769,72.3399,79.8655,58.9488,54.8909,12.3315,9.4946,86.6164,123.6830,80.0000,0.0000,90.0000,45.0000,115.8338,124.4943,124.1387,114.2102,489476297.9045,362950604.0000
119.3503,118.9838,120.1771,119.2470,0.3643,1.0444,0.6801,82.7999,77.5052,57.4587,54.1628,12.2117,9.7842,85.4790,111.1546,90.0000,0.0000,95.0000,50.0000,114.0579,124.6427,123.7252,114.2423,489476297.9045,365817910.0000
118.5677,119.0057,119.8164,118.9782,0.3490,0.9380,0.5890,84.4568,66.8938,63.6275,56.7451,12.4158,10.1668,128.6227,149.9215,100.0000,10.0000,0.0000,55.0000,112.6754,124.4600,123.8029,114.2085,482808592.3128,357888005.0000
117.8883,119.0361,118.9775,118.4926,0.1045,0.6063,0.5018,65.2589,56.4937,61.3114,55.4962,11.2689,10.3058,146.9924,132.7491,100.0000,20.0000,5.0000,60.0000,112.9861,122.7905,123.9553,114.1170,485841111.2653,361803229.0000
117.7413,119.0687,118.1988,118.0727,-0.1886,0.2870,0.4756,50.9657,59.6024,53.8669,51.7714,10.5236,10.5857,76.0374,27.1959,10.0000,30.0000,10.0000,65.0000,113.3358,122.1468,124.0863,114.0511,481522979.8482,356078066.0000
117.8221,119.1994,117.9414,117.9375,-0.3293,0.1934,0.5228,53.2565,70.1796,44.4219,47.6899,11.3817,11.0089,-30.3400,-83.8478,20.0000,40.0000,15.0000,70.0000,113.2737,122.3705,124.3739,114.0248,481896531.3755,350610630.0000
118.1881,119.3878,118.3081,118.1108,-0.2217,0.3834,0.6051,74.5850,74.6101,51.1546,50.5954,10.8479,11.0235,2.7624,-46.0207,30.0000,50.0000,20.0000,75.0000,113.6026,122.7736,124.3968,114.3788,482519070.5688,354790536.0000
118.3380,119.3721,118.2697,118.0718,-0.2633,0.3973,0.6605,82.6972,67.5652,53.5913,51.5908,11.0318,11.2004,42.4175,7.2582,40.0000,60.0000,25.0000,80.0000,113.6277,123.0483,124.3943,114.3499,486099036.4032,358808865.0000
118.3316,119.1903,118.0605,117.9519,-0.3915,0.3349,0.7264,66.5479,50.1891,52.7816,51.2261,12.2183,11.5814,24.0799,-6.1204,50.0000,70.0000,30.0000,0.0000,113.6259,123.0373,124.4789,113.9016,486735707.2729,354968302.0000
118.3803,118.8703,117.8697,117.8501,-0.5441,0.2801,0.8242,53.4506,33.6042,53.3118,51.4593,13.3539,11.9438,32.1310,12.9685,60.0000,80.0000,35.0000,5.0000,113.6413,123.1193,124.9073,112.8333,489496858.8603,358208266.0000
118.1848,118.8153,117.5954,117.7181,-0.7729,0.1873,0.9602,30.5689,24.4937,38.8512,45.2677,14.6157,12.3253,-97.1874,-100.2475,70.0000,90.0000,40.0000,10.0000,113.4202,122.9495,124.8628,112.7678,487869472.1745,354002841.0000
118.6172,118.8836,118.3352,118.0814,-0.5947,0.5587,1.1535,16.7932,32.5390,37.8047,44.8644,12.8229,12.0766,-178.1793,-136.8689,0.0000,100.0000,45.0000,15.0000,114.6325,122.6019,124.7523,113.0149,484917500.0442,349217068.0000
119.4438,118.9357,119.3043,118.5138,-0.2478,1.0544,1.3022,26.1191,52.1517,44.4183,48.1206,10.6048,11.7728,-214.0146,-96.2003,0.0000,100.0000,50.0000,20.0000,116.3178,122.5698,124.6454,113.2260,479940599.4759,343961461.0000
120.1840,118.8678,119.8614,118.6945,0.0201,1.3842,1.3641,54.7047,66.3118,58.0695,53.6430,9.3748,11.7565,-29.8270,24.2013,10.0000,40.0000,55.0000,25.0000,116.4659,123.9020,124.7084,113.0273,483803713.2646,349836137.0000
120.3961,118.8289,119.6058,118.4505,-0.0031,1.3560,1.3591,75.6312,63.9553,55.6021,52.6048,9.6914,12.3625,-12.9291,38.7798,20.0000,50.0000,60.0000,30.0000,116.2914,124.5008,124.6219,113.0359,488583348.2646,354615772.0000
120.5767,118.6699,119.4815,118.2701,0.0266,1.3864,1.3598,68.5995,50.2129,54.9994,52.3484,10.6141,12.8896,-12.6709,47.3944,30.0000,60.0000,65.0000,35.0000,116.3709,124.7825,124.4820,112.8579,487236087.5019,358149154.0000
120.5875,118.5755,119.3772,118.0931,0.0738,1.4269,1.3532,47.6354,34.1578,55.0912,52.3852,11.3839,13.4908,-32.7701,35.3169,40.0000,0.0000,70.0000,40.0000,116.3877,124.7874,124.3625,112.7884,483340170.2215,353146704.0000
120.4063,118.3374,119.2432,117.8945,0.1202,1.4549,1.3347,34.4038,27.7555,53.0811,51.4628,12.2392,14.1236,-29.4504,35.4636,50.0000,0.0000,75.0000,45.0000,115.9675,124.8450,124.2638,112.4110,486360866.2999,357558751.0000
120.0490,118.1222,119.2646,117.7627,0.2496,1.5543,1.3047,20.4342,33.6339,53.7552,51.7593,13.5591,14.6926,-16.6117,39.5848,60.0000,0.0000,80.0000,0.0000,114.7672,125.3308,124.2252,112.0192,486643384.4204,353697670.0000
119.3603,117.7049,119.2331,117.5897,0.3898,1.6321,1.2423,28.4285,52.5929,48.6463,49.3459,15.0547,15.2976,-40.5591,1.8187,70.0000,10.0000,85.0000,0.0000,112.3953,126.3253,124.5017,110.9082,490077627.8972,349799909.0000
119.4458,117.1334,119.6961,117.6360,0.7926,1.9374,1.1449,52.0389,72.9641,51.9428,50.8897,15.5836,15.6811,-13.5330,35.4171,80.0000,20.0000,90.0000,5.0000,112.5711,126.3205,125.7100,108.5569,486964022.4691,353816460.0000
119.1500,116.5019,119.9419,117.5356,1.2056,2.1523,0.9467,77.3113,85.9009,61.4348,55.0334,17.0148,16.2745,64.0955,101.0080,90.0000,30.0000,95.0000,0.0000,111.9086,126.3913,126.3258,106.6781,489615360.2399,358740373.0000
118.4277,115.6687,119.4313,117.0404,1.3784,2.0237,0.6453,89.5423,90.7254,67.3842,57.4178,17.3597,16.9768,126.3708,142.7713,100.0000,40.0000,100.0000,5.0000,111.1226,125.7328,126.2055,105.1320,494046162.1071,365370405.0000
117.5517,114.9243,118.3717,116.2868,1.3298,1.6306,0.3007,90.8491,88.6171,65.7605,56.4423,16.4500,17.4668,134.9351,128.5332,100.0000,50.0000,100.0000,10.0000,111.1844,123.9190,125.0404,104.8083,492452636.0655,360117671.0000
117.2617,114.2165,117.3137,115.5662,1.2453,1.2136,-0.0317,91.7850,80.0378,64.0022,55.3838,15.8217,18.0868,145.6626,133.9621,100.0000,60.0000,100.0000,15.0000,111.7281,122.7952,123.9083,104.5246,494213948.7162,355341804.0000
116.7632,113.4726,116.2787,114.8920,1.1252,0.7821,-0.3431,83.2171,67.9225,61.0410,53.6230,15.5346,18.8523,119.8381,107.3654,20.0000,70.0000,60.0000,20.0000,112.2040,121.3223,122.9510,103.9942,496220971.5210,350421361.0000
116.5634,112.9035,115.4386,114.3481,1.0390,0.4146,-0.6244,65.1112,57.0903,57.9599,51.8353,15.9013,19.8442,55.2872,83.4077,30.0000,80.0000,65.0000,0.0000,112.4459,120.6809,122.0940,103.7130,491893868.6901,345435786.0000
116.2685,112.3968,114.8321,113.9460,1.0162,0.1322,-0.8841,55.4391,48.8108,53.4153,49.2903,17.0132,20.6995,-10.1645,60.4189,40.0000,90.0000,70.0000,0.0000,112.2311,120.3059,121.4874,103.3063,490926951.9515,338561887.0000
116.1955,111.7106,114.6673,113.7747,1.1719,0.0338,-1.1382,50.7205,41.5483,47.3866,46.1039,18.5354,21.3330,-121.2748,17.5138,50.0000,0.0000,75.0000,0.0000,112.0848,120.3062,121.7598,101.6613,489040776.8681,331475986.0000
116.0495,110.7784,115.1445,113.9067,1.6498,0.2187,-1.4311,40.2726,39.7150,59.9177,51.6390,18.8986,21.6683,46.6994,84.2434,60.0000,0.0000,80.0000,5.0000,111.3636,120.7355,123.4666,98.0903,476897157.9575,345817290.0000
114.8211,109.7282,114.5090,113.4754,1.7367,-0.1069,-1.8436,33.6516,49.5852,55.3175,49.1292,20.3542,22.5478,38.6281,82.0894,70.0000,10.0000,85.0000,10.0000,107.2662,122.3760,123.2969,96.1594,477200928.1705,337851760.0000
113.8539,108.9262,114.2595,113.2485,1.9984,-0.2793,-2.2778,45.2209,67.9184,54.0888,48.4709,22.2135,23.2109,2.7956,60.6670,80.0000,0.0000,90.0000,15.0000,104.6625,123.0453,122.8946,94.9577,473322161.0694,332887742.0000
112.9097,108.3105,114.0912,113.0623,2.3446,-0.4328,-2.7774,69.8830,83.2689,55.0250,48.8840,24.0044,23.8403,39.4231,86.8568,90.0000,10.0000,95.0000,20.0000,102.5277,123.2918,122.2362,94.3848,476595580.7482,339325870.0000
112.2970,107.6963,113.7915,112.8121,2.6982,-0.6653,-3.3635,88.6513,88.5182,66.8332,53.8271,26.4593,24.7033,114.8956,154.1267,100.0000,20.0000,100.0000,25.0000,101.8613,122.7326,121.3918,94.0008,475889508.7126,344958026.0000
111.1713,106.8429,112.3602,112.0310,2.5976,-1.4405,-4.0381,91.2725,87.5778,61.8412,50.6136,26.4937,25.8412,101.4834,137.4955,90.0000,30.0000,95.0000,30.0000,102.0577,120.2849,119.3860,94.2998,475849764.2410,339870734.0000
110.1820,106.2359,111.3322,111.5094,2.6091,-2.0784,-4.6875,85.6307,77.3243,64.7475,51.7473,27.6878,27.0246,151.7751,176.2327,100.0000,40.0000,100.0000,35.0000,101.6807,118.6833,117.9011,94.5706,472500777.1606,344989511.0000
109.2436,105.6058,109.8368,110.8197,2.3679,-2.9719,-5.3398,85.8301,67.8128,60.3109,48.8720,27.8980,28.4128,154.6337,164.0588,100.0000,0.0000,0.0000,40.0000,102.5490,115.9382,115.9325,95.2791,472683271.3068,339413301.0000
108.5252,105.7316,108.6408,110.3566,2.1521,-3.7796,-5.9317,60.5120,48.6753,59.7096,48.4878,29.1359,29.6397,165.3372,138.4411,100.0000,0.0000,0.0000,45.0000,103.1347,113.9157,116.5723,94.8910,468940172.3603,334257314.0000
107.2256,105.9866,107.2623,109.8842,1.7523,-4.7174,-6.4697,57.0961,43.9971,53.2732,44.4839,30.6469,30.8908,132.0697,87.8049,100.0000,0.0000,5.0000,50.0000,102.3104,112.1409,117.8631,94.1101,474366051.3562,328664851.0000
105.5074,106.3122,106.4184,109.7605,1.4473,-5.4605,-6.9078,28.4177,44.5997,41.3797,38.0260,33.7688,31.7881,2.7151,-2.3638,70.0000,10.0000,0.0000,55.0000,96.6901,114.3246,119.0529,93.5716,469409205.3271,321638394.0000
104.6352,107.1891,106.5737,110.1858,1.4838,-5.7858,-7.2697,46.4775,62.6131,41.8103,38.2159,35.1765,32.0599,36.6234,2.1287,80.0000,20.0000,0.0000,60.0000,94.4547,114.8158,121.9068,92.4715,471444747.2750,326176507.0000
103.9984,108.2442,106.7101,110.6307,1.4993,-6.1413,-7.6406,58.9040,77.3930,40.9250,37.7434,36.8171,32.3624,17.7248,-25.0418,90.0000,30.0000,0.0000,65.0000,93.4393,114.5576,125.2981,91.1904,465898988.2777,319848967.0000
103.7113,109.4141,106.9622,111.1628,1.5489,-6.4666,-8.0154,82.4577,85.0848,47.2122,40.6132,38.4462,32.6318,89.0307,7.4459,100.0000,40.0000,0.0000,70.0000,93.1832,114.2394,128.6461,90.1821,470607407.2392,325960857.0000
103.0956,110.4845,106.4401,111.3577,1.2346,-7.1681,-8.4027,90.8173,86.4594,46.5472,40.2247,42.2064,33.3359,112.2854,-1.5386,100.0000,50.0000,5.0000,75.0000,93.2517,112.9395,131.8406,89.1285,474301196.8119,332303024.0000
102.5145,111.4921,105.8767,111.6084,0.7863,-7.9250,-8.7113,81.9793,76.8421,42.9235,38.0694,46.2364,34.0363,104.7534,-21.6401,90.0000,60.0000,10.0000,80.0000,93.4744,111.5546,134.3190,88.6652,469782280.0710,326740523.0000
102.2898,112.4329,105.6064,112.0837,0.3238,-8.5841,-8.9079,86.5817,63.0153,45.2476,39.1998,49.9074,34.5470,144.8164,-17.6401,100.0000,70.0000,0.0000,85.0000,93.6117,110.9678,135.9961,88.8696,474936135.2147,333161993.0000
101.9680,113.6594,104.9238,112.4422,-0.4731,-9.4619,-8.9889,61.9653,41.7176,44.1423,38.4953,53.9862,35.0846,103.6585,-40.9363,0.0000,80.0000,0.0000,90.0000,94.0564,109.8796,138.8132,88.5056,468273716.6005,326008858.0000
102.9381,115.1760,104.2326,112.9062,-1.5086,-10.3792,-8.8706,40.4989,32.2666,32.3240,31.2181,58.2748,35.5773,4.4832,-64.1266,0.0000,90.0000,0.0000,95.0000,90.9569,114.9193,142.3655,87.9865,471508335.3325,317362301.0000
104.7476,117.1464,104.7623,114.0701,-2.2757,-10.7691,-8.4934,22.6887,34.0695,10.3132,19.5657,60.4627,35.3433,-114.6443,-116.9588,10.0000,100.0000,0.0000,100.0000,89.0740,120.4212,145.8564,88.4364,464856776.7942,309394533.0000
107.1171,119.5625,107.1812,116.1957,-2.3740,-10.2986,-7.9245,33.6122,39.1361,11.6483,20.8816,58.2113,33.9045,-95.1435,-118.1045,0.0000,100.0000,0.0000,100.0000,91.5698,122.6645,148.1657,90.9593,463178355.2789,319113135.0000
109.7431,121.9661,109.4441,118.2165,-2.5350,-9.8660,-7.3310,45.9076,37.4386,12.8966,22.0521,56.0494,32.5535,-73.8972,-113.6289,0.0000,70.0000,0.0000,85.0000,93.0879,126.3982,150.6599,93.2722,471438324.6991,329656348.0000
112.4900,124.2679,111.6335,120.1770,-2.7371,-9.4343,-6.6973,37.8885,27.1752,14.5845,23.5576,53.9900,31.2849,-69.3434,-116.0932,0.0000,80.0000,0.0000,90.0000,94.4356,130.5444,152.7984,95.7373,473362933.4147,338047642.0000
115.1169,126.4270,113.6179,122.0162,-3.0501,-9.0631,-6.0130,28.5196,19.5532,14.8381,23.7813,51.8220,30.0021,-83.7993,-130.3868,0.0000,90.0000,5.0000,95.0000,95.9148,134.3191,154.6373,98.2167,472467975.1974,346799636.0000
117.8735,128.5391,115.9429,124.0016,-3.2528,-8.5033,-5.2505,15.1175,17.1638,14.8430,23.7859,49.4131,28.6517,-134.4634,-166.6481,10.0000,100.0000,0.0000,100.0000,98.4188,137.3282,155.7720,101.3062,464874770.4609,337912135.0000
120.4697,130.8034,118.7825,126.1950,-3.2289,-7.6662,-4.4373,15.0226,19.3286,15.6646,24.5702,46.7365,27.2303,-133.5753,-157.1759,20.0000,100.0000,0.0000,100.0000,102.7034,138.2359,156.7196,104.8872,468492593.7486,348476179.0000
122.5760,132.9967,121.8796,128.4423,-3.0273,-6.6573,-3.6300,21.3514,23.1196,15.9553,24.8549,44.3048,25.9903,-194.4790,-180.3688,0.0000,100.0000,0.0000,100.0000,108.0130,137.1390,157.1168,108.8766,459620021.9322,335982760.0000
125.3508,135.1962,125.5283,130.8614,-2.4621,-5.3354,-2.8732,21.6120,23.0345,23.9393,31.8586,41.7554,24.7552,-121.3792,-119.9644,0.0000,90.0000,5.0000,95.0000,114.8950,135.8066,156.7582,113.6341,470345962.8232,348468685.0000
127.4139,136.7637,127.2601,132.2431,-2.5626,-4.8203,-2.2577,26.3955,29.6326,26.0507,33.4711,41.1324,24.3275,-119.6666,-117.5199,0.0000,100.0000,10.0000,100.0000,115.7152,139.1126,157.5650,115.9623,474460215.9843,356915165.0000
129.5452,138.1832,128.8859,133.5378,-2.7007,-4.3177,-1.6170,21.0960,33.1506,19.1594,29.8486,40.4403,23.8774,-179.2038,-151.7021,0.0000,100.0000,15.0000,100.0000,116.3912,142.6992,158.0538,118.3126,463331444.2183,345511300.0000
132.0079,139.7743,131.4001,135.2184,-2.4300,-3.3719,-0.9419,41.4062,39.0560,23.9798,34.0729,38.1274,23.0211,-98.2302,-122.3752,0.0000,100.0000,0.0000,100.0000,119.5392,144.4765,157.7987,121.7499,471860479.8876,356261657.0000
134.1891,141.1555,133.2094,136.4774,-2.3602,-2.6945,-0.3344,36.9496,33.0497,28.2602,37.4401,36.9828,22.6856,-71.4096,-115.9399,0.0000,60.0000,5.0000,80.0000,120.9958,147.3824,158.1074,124.2036,466248277.7231,364454182.0000
136.0457,142.2843,134.5757,137.4685,-2.4337,-2.1780,0.2557,38.8121,26.9962,30.7421,39.2939,36.8168,22.7117,-61.6662,-115.4771,0.0000,70.0000,10.0000,85.0000,122.1789,149.9125,158.3133,126.2552,468573828.8992,369899375.0000
137.7371,142.9345,135.8208,138.3628,-2.5459,-1.6818,0.8641,23.3876,16.2007,33.1375,41.0603,36.8026,22.7957,-91.4220,-152.2867,10.0000,80.0000,15.0000,90.0000,123.6101,151.8641,157.7608,128.1082,463692662.3996,364904693.0000
139.2047,143.3975,136.9541,139.1672,-2.7024,-1.2018,1.5006,18.7890,9.0754,28.5685,38.6715,36.7868,22.8840,-104.0953,-165.2532,0.0000,90.0000,20.0000,95.0000,125.2500,153.1594,157.2131,129.5818,469493828.5454,372798083.0000
141.1372,143.7867,138.6936,140.2242,-2.5857,-0.4095,2.1762,6.4253,5.2136,18.4468,33.5046,35.7825,22.7288,-168.5594,-222.5270,0.0000,100.0000,25.0000,100.0000,127.9703,154.3041,156.3544,131.2189,461332825.4799,364269112.0000
143.4174,144.0003,141.5346,141.7310,-1.8872,0.9354,2.8226,2.0120,7.2768,25.9565,40.9380,32.5036,22.0311,-175.8373,-168.0687,0.0000,100.0000,30.0000,100.0000,134.3206,152.5141,155.4398,132.5609,453494279.4767,377278348.0000
145.0415,143.9730,143.3849,142.6282,-1.3992,1.8952,3.2944,7.2034,13.9122,35.0236,48.1015,30.0682,21.9012,-160.9439,-93.3397,10.0000,100.0000,35.0000,10.0000,138.3282,151.7548,155.5175,132.4285,461603235.1878,385683251.0000
146.1134,143.7301,144.5002,143.0768,-1.0767,2.5674,3.6442,12.6150,19.2994,42.5157,53.0440,29.3253,22.5723,-200.7732,-60.8963,20.0000,100.0000,40.0000,15.0000,140.7107,151.5161,155.9225,131.5377,466647179.2224,391090941.0000
146.8213,143.3237,145.2208,143.2683,-0.8196,3.0938,3.9134,21.9181,23.6621,45.3589,54.7852,29.1769,23.5232,-178.4961,-15.5843,30.0000,100.0000,45.0000,20.0000,142.3797,151.2629,156.3333,130.3140,471895959.0819,397301819.0000
147.5407,143.0531,145.8925,143.3809,-0.4935,3.6248,4.1183,23.3651,23.1248,55.5618,60.5456,31.1247,24.3094,-104.3137,24.7977,0.0000,100.0000,50.0000,25.0000,144.1123,150.9691,156.3666,129.7396,473059004.1609,402749767.0000
148.1219,142.6622,146.0751,143.2031,-0.2842,3.9574,4.2416,25.7031,27.3763,57.8329,61.7420,33.3103,24.4352,-94.7037,37.4800,10.0000,0.0000,55.0000,30.0000,144.5965,151.6473,156.1735,129.1510,473380525.9775,406286507.0000
