SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD-10-10,MACD_Signal-10-10,MACD_Hist-10-10,SlowK,SlowD,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Lower Band-10-10,Real Middle Band-10-10,Real Lower Band-20-20,Real Middle Band-20-20,Chaikin A/D,OBV
145.0264,142.4458,145.6493,144.2701,1.0397,1.1582,0.1185,84.5986,85.3958,67.3809,58.6424,21.8549,10.2955,84.3396,142.5891,30.0000,90.0000,95.0000,25.0000,150.8643,139.1885,149.4024,135.4892,1051115187.5810,869914761.0000
144.3803,142.2268,145.0630,143.8472,1.0778,0.9364,-0.1414,83.9892,84.9891,68.7768,59.2064,20.9693,10.0456,109.2855,170.9433,0.0000,100.0000,100.0000,30.0000,150.0594,138.7011,148.6924,135.7611,1049641560.6740,863725528.0000
143.5181,141.9081,144.2894,143.3528,1.0244,0.6135,-0.4109,87.5996,81.0903,65.7295,57.3478,19.6765,9.7221,111.8526,175.0473,0.0000,90.0000,95.0000,35.0000,149.0220,138.0142,147.6889,136.1274,1051885481.4826,856285159.0000
142.7338,141.7148,143.6157,142.9351,0.9840,0.3170,-0.6670,83.3785,71.3992,70.0464,59.1439,18.9976,9.5908,170.7254,214.6437,0.0000,100.0000,100.0000,40.0000,148.0794,137.3882,146.9955,136.4341,1043254548.1849,847027787.0000
141.8273,141.4785,142.6016,142.3831,0.7595,-0.1535,-0.9130,72.2927,63.7479,65.8199,56.4322,16.4485,9.1000,209.2786,182.3835,10.0000,100.0000,100.0000,45.0000,146.1481,137.5064,145.9406,137.0165,1051493381.6328,838531490.0000
140.9700,141.1831,141.7611,141.9620,0.5340,-0.5689,-1.1029,58.5264,63.7069,61.0657,53.6202,14.6290,8.8878,151.8293,122.7706,0.0000,100.0000,100.0000,50.0000,144.6952,137.2448,145.0496,137.3166,1046287480.8579,831091093.0000
140.2755,141.0386,141.1175,141.6782,0.3213,-0.9151,-1.2364,60.4245,72.0319,46.6886,46.5614,13.7811,8.9835,48.7462,17.4008,10.0000,90.0000,0.0000,55.0000,143.5547,136.9964,144.5769,137.5002,1045253221.9312,824140873.0000
140.0486,141.3493,141.1573,141.7561,0.3517,-0.9650,-1.3167,72.1698,79.7079,54.1329,49.5243,13.9974,9.0140,72.0082,25.4466,20.0000,100.0000,0.0000,60.0000,143.4254,136.6718,145.7776,136.9210,1043946065.0435,828418841.0000
139.8277,141.6255,140.8640,141.6802,0.2333,-1.1713,-1.4046,83.5014,82.9308,49.2807,47.4046,14.2377,9.0461,104.6988,22.3223,30.0000,0.0000,5.0000,65.0000,142.8054,136.8499,146.9076,136.3434,1043990771.3252,834156147.0000
139.8957,141.9185,140.7334,141.7042,0.1498,-1.3131,-1.4629,83.4524,80.5041,52.0441,48.4833,15.6606,9.3052,94.1457,9.9767,40.0000,10.0000,10.0000,70.0000,143.0450,136.7464,147.7509,136.0861,1038622000.4682,827898752.0000
139.8651,142.0980,140.4467,141.6706,-0.0330,-1.5334,-1.5004,81.8387,72.1673,51.1948,48.0964,17.2415,9.5779,98.7513,8.9242,50.0000,0.0000,15.0000,75.0000,142.9362,136.7941,148.1493,136.0468,1037596325.6507,833519450.0000
140.0733,142.3876,140.1402,141.6542,-0.2799,-1.7720,-1.4922,76.2213,57.0686,42.3231,44.2585,18.6732,9.9916,7.6500,-48.7756,60.0000,10.0000,20.0000,80.0000,143.8491,136.2975,148.8959,135.8792,1036586992.8748,827365776.0000
140.2982,142.7097,140.1886,141.8365,-0.4349,-1.8571,-1.4222,58.4419,38.9216,40.0357,43.3304,19.2539,10.0193,-16.2158,-66.9368,70.0000,20.0000,25.0000,85.0000,144.2739,136.3225,149.3347,136.0846,1037371514.3453,822215222.0000
140.6958,143.0919,140.3464,142.0848,-0.5799,-1.8933,-1.3135,36.5425,25.2290,38.2227,42.5836,19.3868,9.9496,-49.5937,-93.4728,80.0000,30.0000,30.0000,90.0000,145.0419,136.3497,149.8087,136.3752,1040586472.8546,828412171.0000
141.1298,143.4535,140.6203,142.3975,-0.7065,-1.8750,-1.1685,21.7804,20.3361,31.5809,39.8993,19.1277,9.7966,-90.3852,-126.3898,90.0000,40.0000,35.0000,95.0000,145.6217,136.6380,150.0521,136.8548,1034750340.7800,820679296.0000
141.3962,143.8796,141.2446,142.8803,-0.6998,-1.6917,-0.9919,17.3642,21.7378,31.0756,39.6965,17.3442,9.3488,-135.6963,-163.6041,100.0000,50.0000,40.0000,100.0000,145.3534,137.4390,150.0529,137.7064,1033515504.2700,815369499.0000
141.8016,144.3605,142.0294,143.4243,-0.6061,-1.4230,-0.8169,21.8637,30.5060,33.2170,40.9710,15.2484,8.8558,-146.0016,-152.0239,100.0000,0.0000,45.0000,100.0000,144.9048,138.6984,150.0138,138.7073,1038495625.9702,828218213.0000
142.6500,144.7324,142.7761,143.9248,-0.4915,-1.1569,-0.6654,25.9855,42.4387,37.0551,43.1703,13.1810,8.4117,-163.7808,-145.5760,100.0000,0.0000,50.0000,100.0000,146.4292,138.8707,149.7861,139.6788,1035483796.0087,835637599.0000
143.4234,144.8834,143.3335,144.3097,-0.4206,-0.9631,-0.5425,43.6688,54.0458,42.1715,45.9010,11.4824,8.1152,-26.6422,-70.5106,40.0000,10.0000,55.0000,70.0000,148.0142,138.8325,149.5609,140.2058,1038488061.1621,843846103.0000
143.9413,144.9998,143.6005,144.5390,-0.4542,-0.8916,-0.4374,57.6616,57.4516,40.5292,45.1688,12.1869,8.4504,-46.2735,-83.3120,50.0000,20.0000,60.0000,75.0000,148.9793,138.9032,149.5106,140.4890,1042886311.0425,849766824.0000
144.3309,145.1295,144.0189,144.8359,-0.4214,-0.7452,-0.3238,60.8070,50.7281,46.8600,48.4625,12.5943,8.7248,-4.9458,-44.4903,60.0000,30.0000,65.0000,80.0000,149.2214,139.4405,149.3980,140.8610,1039354605.3857,855048182.0000
144.7019,145.2078,144.0436,144.9336,-0.5519,-0.7704,-0.2185,53.8862,39.8270,40.1945,45.4676,13.9791,9.1401,-52.9585,-92.5011,70.0000,40.0000,70.0000,85.0000,149.9567,139.4470,149.4411,140.9745,1046177495.8040,842841242.0000
145.1211,145.4656,144.4596,145.2244,-0.5342,-0.6147,-0.0805,37.4910,26.0820,43.8510,47.4005,14.0142,9.3458,-27.1528,-59.9125,80.0000,50.0000,0.0000,90.0000,150.1664,140.0758,149.5532,141.3779,1044455859.6377,847508328.0000
145.4881,145.6940,144.6831,145.4107,-0.5905,-0.5375,0.0530,28.1037,21.4028,43.8510,47.4005,15.2457,9.8349,-39.2751,-71.3621,90.0000,60.0000,0.0000,95.0000,150.5288,140.4474,149.8167,141.5712,1046675636.8205,852600758.0000
145.7771,146.0458,144.9562,145.6167,-0.6318,-0.4312,0.2007,12.6513,18.7616,32.2546,42.2538,16.6141,10.3496,-147.6188,-203.0499,100.0000,70.0000,5.0000,100.0000,150.6467,140.9076,150.5290,141.5625,1044587842.6054,845021779.0000
146.3631,146.3927,145.9521,146.1580,-0.3445,0.0141,0.3586,23.4534,24.3842,35.0833,44.0291,15.4506,10.3450,-201.7377,-217.7332,100.0000,80.0000,10.0000,100.0000,149.7123,143.0139,150.1056,142.6798,1042547657.1324,853671016.0000
146.9195,146.5419,146.8821,146.6202,0.0060,0.4507,0.4447,20.1801,25.5703,52.2829,52.8156,14.6956,10.4828,-280.0461,-182.5643,100.0000,90.0000,15.0000,100.0000,148.2995,145.5394,149.6974,143.3864,1041762648.3799,844985274.0000
146.8149,146.4800,146.8218,146.5640,0.0098,0.4530,0.4432,29.5192,30.6770,56.1878,54.4413,14.1381,10.7027,102.2786,70.5363,0.0000,100.0000,20.0000,50.0000,148.2649,145.3649,149.6337,143.3263,1053330216.6242,856892233.0000
146.3434,146.4438,146.5596,146.4127,-0.0778,0.3630,0.4408,27.0115,38.5903,53.6520,53.3305,12.7738,10.4975,-6.2638,-0.0570,10.0000,80.0000,25.0000,55.0000,148.7162,143.9705,149.5428,143.3447,1056362382.2714,846794827.0000
146.0583,146.4303,146.3926,146.3181,-0.1471,0.3131,0.4602,35.5002,51.8157,46.8487,50.5141,11.7972,10.3985,-11.2102,-20.8756,20.0000,90.0000,30.0000,60.0000,148.5780,143.5385,149.5165,143.3441,1063219353.3362,855041119.0000
145.9281,146.4566,146.5656,146.3922,-0.0794,0.4176,0.4970,53.2592,65.6675,55.5025,54.1801,12.2003,10.5925,69.4370,48.7283,30.0000,100.0000,35.0000,65.0000,148.6524,143.2037,149.5235,143.3898,1062452014.6670,862593347.0000
145.7138,146.4000,146.3320,146.2633,-0.1758,0.3411,0.5168,66.6876,74.4830,50.3373,52.1146,11.6478,10.6187,24.2527,-9.4903,40.0000,60.0000,40.0000,70.0000,148.1997,143.2279,149.4205,143.3794,1067698020.2316,852869044.0000
145.8100,146.4446,146.3248,146.2527,-0.1948,0.3659,0.5608,77.0558,78.2665,53.7413,53.5038,12.1787,10.8664,88.7833,63.9762,50.0000,0.0000,45.0000,75.0000,148.4583,143.1617,149.4881,143.4012,1069132715.9945,861038026.0000
145.8998,146.4738,146.1473,146.1610,-0.2944,0.3150,0.6095,79.7056,74.5655,50.6604,52.2636,11.7822,10.9532,55.8360,29.2155,60.0000,0.0000,50.0000,80.0000,148.7716,143.0280,149.5538,143.3939,1065103683.2881,854699957.0000
146.3144,146.4588,146.1035,146.1417,-0.3583,0.3248,0.6831,78.0380,60.8491,50.6230,52.2482,12.0234,11.1767,14.5736,6.0132,70.0000,10.0000,55.0000,85.0000,150.3031,142.3257,149.5441,143.3735,1059574532.2320,848626062.0000
146.4224,146.4731,146.0522,146.1214,-0.4390,0.3336,0.7726,65.9529,39.4668,54.3761,53.9079,12.2998,11.4137,39.6765,46.1327,80.0000,20.0000,60.0000,90.0000,150.4655,142.3793,149.5586,143.3876,1059495454.8668,854767737.0000
146.1643,146.4748,145.7680,145.9941,-0.6439,0.2385,0.8824,38.5565,20.2811,50.3051,52.1346,12.6068,11.6631,11.2270,-9.0045,90.0000,30.0000,65.0000,95.0000,150.2715,142.0570,149.5623,143.3873,1053529965.1340,846263741.0000
146.1451,146.5965,145.6926,145.9822,-0.8052,0.2382,1.0434,13.8908,13.3600,39.0078,47.7279,13.8627,12.1158,-99.0032,-165.4262,100.0000,40.0000,70.0000,100.0000,150.2550,142.0351,149.8058,143.3871,1053476142.8309,840074176.0000
146.5441,146.9312,146.2273,146.2660,-0.7231,0.5216,1.2447,8.3960,19.9057,42.6376,49.5304,12.9942,12.4418,-90.1439,-140.6014,30.0000,50.0000,0.0000,65.0000,150.2181,142.8702,150.0857,143.7766,1048082953.4701,832126318.0000
146.8023,147.3517,146.6200,146.4560,-0.6692,0.7562,1.4255,17.7932,34.2486,42.0256,49.3011,12.9378,12.9897,-124.7070,-148.6038,40.0000,60.0000,0.0000,70.0000,150.2072,143.3974,151.2348,143.4686,1053435955.8078,825055068.0000
146.9852,147.7919,147.1328,146.6817,-0.5330,1.0597,1.5928,33.5280,52.4388,45.4541,51.0311,12.7359,13.5418,-99.7238,-100.0007,50.0000,70.0000,0.0000,75.0000,150.0108,143.9596,152.1623,143.4215,1057867039.6819,831192532.0000
147.0861,148.2082,147.5013,146.8088,-0.4126,1.3134,1.7260,51.4245,65.9105,51.4742,53.8928,13.0048,14.2368,-12.8961,-48.8167,60.0000,80.0000,5.0000,80.0000,149.9673,144.2049,153.1636,143.2529,1060062398.9325,837729824.0000
147.0792,148.4340,147.5403,146.7543,-0.3997,1.4295,1.8292,72.3640,68.8596,53.8871,54.9934,14.2935,14.7816,62.4004,-19.0920,70.0000,90.0000,10.0000,85.0000,149.9584,144.2000,153.6145,143.2536,1064271878.8383,843440075.0000
147.0479,148.4605,147.4333,146.6209,-0.4430,1.4861,1.9291,73.9431,54.1584,63.3774,59.0601,15.2175,15.1780,207.4423,44.3387,80.0000,100.0000,15.0000,90.0000,149.8920,144.2038,153.6377,143.2833,1067573477.4131,849545771.0000
146.6031,148.4301,146.7540,146.2136,-0.7545,1.2854,2.0398,60.2717,38.7814,54.3644,55.1326,14.5944,15.2600,52.4639,-40.4963,90.0000,20.0000,20.0000,95.0000,148.3241,144.8821,153.5663,143.2940,1074681047.4400,842157639.0000
146.5238,148.5193,146.6073,146.0872,-0.9048,1.3237,2.2285,28.2605,29.9354,43.5295,51.2868,15.9951,15.7741,-186.8929,-116.3868,100.0000,30.0000,25.0000,100.0000,148.1589,144.8887,153.6437,143.3949,1064516477.3672,831821515.0000
146.7853,148.6623,147.0201,146.2280,-0.8300,1.6246,2.4546,27.8120,33.6184,48.0185,53.1814,15.5133,16.4757,-146.3344,-98.9497,100.0000,0.0000,30.0000,0.0000,147.9787,145.5920,153.5101,143.8145,1058118237.4330,824952239.0000
147.0479,148.6114,147.2655,146.2610,-0.7958,1.8664,2.6622,33.7338,35.0158,53.8573,55.4546,16.3225,17.1938,-74.9456,-69.6213,30.0000,0.0000,35.0000,5.0000,148.4895,145.6062,153.5931,143.6296,1059777154.8130,831919692.0000
147.3183,148.4683,147.2630,146.1540,-0.8519,2.0092,2.8611,39.3094,35.8126,52.9686,55.1401,18.1044,17.7825,-6.5491,-34.0200,40.0000,0.0000,40.0000,0.0000,149.5999,145.0366,153.7503,143.1864,1066344278.6007,838954378.0000
147.9011,148.0466,147.3121,146.0605,-0.8879,2.1862,3.0741,32.0041,35.1292,49.6213,53.9562,19.1414,18.2216,-51.4106,-30.0142,50.0000,0.0000,45.0000,5.0000,151.9197,143.8826,154.8457,141.2475,1066344278.5976,833068969.0000
148.5986,147.8624,147.5724,146.0521,-0.8240,2.4720,3.2960,36.1242,35.0884,50.8607,54.4758,21.0448,18.8109,-75.0062,-31.3160,60.0000,0.0000,50.0000,0.0000,153.4812,143.7160,155.0467,140.6781,1065138868.6690,828356912.0000
149.3304,147.5979,147.8143,146.0066,-0.7360,2.7660,3.5020,37.2591,30.9540,53.5793,55.6244,23.1597,19.4311,-62.4100,-6.0264,70.0000,10.0000,55.0000,0.0000,154.8744,143.7864,155.3341,139.8617,1068573955.4524,833927323.0000
149.7889,147.1919,147.9380,145.8750,-0.6638,3.0222,3.6860,31.8818,25.3659,55.1234,56.2808,24.7941,19.9468,-52.4607,18.2132,80.0000,20.0000,60.0000,0.0000,155.3296,144.2481,155.7642,138.6195,1074546821.3271,840117384.0000
149.8731,146.7114,147.9891,145.6820,-0.5926,3.2594,3.8520,23.7211,20.9872,50.3658,54.3911,26.1412,20.4003,-95.2381,1.2819,90.0000,30.0000,65.0000,0.0000,155.3094,144.4368,156.1479,137.2748,1075834532.1051,833556191.0000
150.2571,146.0114,148.4216,145.6440,-0.3159,3.6843,4.0001,20.4947,23.3670,52.0907,55.1775,28.7069,21.0807,-116.3758,11.8358,100.0000,40.0000,70.0000,0.0000,155.0628,145.4514,157.4143,134.6085,1074496678.2957,840751675.0000
150.5148,145.2439,148.8218,145.5412,0.0350,4.1141,4.0791,18.7459,33.5820,54.2445,56.1712,31.5578,21.7969,-108.2734,30.1889,0.0000,50.0000,75.0000,0.0000,154.7562,146.2734,158.3228,132.1650,1074192207.0839,848058984.0000
150.5393,144.2545,149.1455,145.3492,0.4568,4.5271,4.0704,30.8603,52.3103,57.6307,57.7308,34.4986,22.5020,-66.1152,47.2776,0.0000,60.0000,80.0000,5.0000,154.7099,146.3687,159.3762,129.1327,1062902643.0316,862885038.0000
150.1748,143.4747,149.2799,145.0133,0.9126,4.8687,3.9562,51.1399,67.9634,61.8902,59.6585,36.5210,22.9799,-2.8432,64.6547,10.0000,70.0000,85.0000,10.0000,155.4664,144.8832,159.2271,127.7222,1064067072.9399,872162915.0000
149.6184,142.5387,149.1241,144.4904,1.3593,5.0873,3.7280,74.9308,75.7777,71.4247,63.7144,37.7371,23.2736,85.3762,97.3330,0.0000,80.0000,90.0000,0.0000,155.9438,143.2930,158.8484,126.2289,1067703332.9865,880718821.0000
148.1921,141.1461,148.2915,143.6082,1.6098,4.9980,3.3882,77.8194,76.0635,72.2739,64.0650,36.5508,23.1075,96.0285,107.8291,10.0000,90.0000,95.0000,0.0000,156.9178,139.4663,158.4169,123.8753,1074100453.1709,889639975.0000
147.1262,139.7159,147.2195,142.6074,1.8007,4.7864,2.9857,74.5829,77.7802,74.5062,65.0168,35.2326,22.9327,117.7459,121.6636,0.0000,100.0000,100.0000,0.0000,155.7895,138.4630,157.5145,121.9172,1074816100.5147,898292802.0000
145.8655,138.0975,145.7569,141.4291,1.8414,4.3769,2.5356,75.7881,83.6013,72.3067,63.5468,33.7237,22.7403,104.6228,115.2484,0.0000,100.0000,100.0000,0.0000,153.9246,137.8063,156.3589,119.8362,1073779235.8376,887600135.0000
144.5949,136.3660,144.4046,140.3330,1.9148,3.9901,2.0752,82.9698,90.3210,68.1521,60.9264,32.5454,22.6988,71.5605,97.5320,0.0000,90.0000,95.0000,0.0000,152.4889,136.7009,155.6258,117.1062,1076416976.6642,876099585.0000
143.5496,134.7457,143.4832,139.4680,2.1769,3.7734,1.5965,92.0461,93.3418,72.0920,62.6584,32.1811,22.9419,110.0166,116.3773,0.0000,100.0000,100.0000,5.0000,151.8303,135.2689,155.0565,114.4350,1079170367.2673,886044184.0000
141.7657,133.4938,142.0611,138.3717,2.2541,3.3064,1.0523,95.9471,87.8571,71.3241,62.1320,30.7756,23.0015,132.7622,129.1576,0.0000,100.0000,100.0000,10.0000,151.3964,132.1351,152.9884,113.9991,1078120289.2572,898267092.0000
139.9730,132.6459,140.4753,137.2321,2.2432,2.7319,0.4888,92.0322,77.9701,69.5806,60.9209,29.3871,23.1219,128.0665,131.1983,0.0000,100.0000,100.0000,15.0000,150.0660,129.8801,150.7611,114.5307,1069468237.5536,887350952.0000
137.9697,131.9107,138.8898,136.1397,2.1926,2.1206,-0.0720,75.5921,70.3365,66.4408,58.7794,28.2386,23.3813,112.5516,129.6340,10.0000,100.0000,100.0000,20.0000,149.1029,126.8364,148.6805,115.1409,1063105604.4604,875198896.0000
136.7745,131.3650,137.5549,135.2179,2.2059,1.5858,-0.6202,66.2860,71.4786,65.8801,58.3963,27.6757,23.8888,121.3579,140.6809,20.0000,100.0000,100.0000,25.0000,147.2216,126.3274,147.0866,115.6435,1052522589.9951,863248567.0000
135.4589,130.6959,136.0301,134.2497,2.1006,0.9290,-1.1716,69.1314,78.2174,58.2900,53.4186,26.7842,24.3655,58.3810,97.6487,0.0000,90.0000,95.0000,30.0000,144.9994,125.9184,145.2331,116.1588,1050102726.0062,849426632.0000
134.1001,130.3741,135.4573,133.7910,2.3654,0.6686,-1.6968,79.0183,82.9036,67.2075,57.7703,27.4476,25.4000,109.3313,136.5746,0.0000,100.0000,100.0000,35.0000,145.2023,122.9979,144.4749,116.2733,1049634565.0107,857563716.0000
132.3055,129.8030,133.9018,132.8787,2.2227,-0.0655,-2.2881,86.5026,85.4725,65.6553,56.6696,26.9259,26.2204,132.4636,148.3320,0.0000,100.0000,100.0000,40.0000,143.2244,121.3866,142.7805,116.8256,1056645926.2742,868686678.0000
130.3296,129.5395,132.2814,132.0034,1.9710,-0.8728,-2.8438,83.1898,81.4146,63.0960,54.8496,26.6984,27.2031,116.8000,129.3838,0.0000,100.0000,100.0000,45.0000,141.2509,119.4082,141.7738,117.3052,1048630660.0516,857931419.0000
128.1372,129.5356,130.7581,131.2526,1.6556,-1.6810,-3.3366,86.7250,77.4600,61.8029,53.9215,27.0253,28.4339,132.3485,126.6919,0.0000,100.0000,5.0000,50.0000,139.8781,116.3962,141.7576,117.3135,1059123284.8973,869490269.0000
125.9418,129.4724,129.1270,130.5320,1.1680,-2.5824,-3.7505,74.3290,73.6660,53.1984,48.0014,27.6808,29.8293,91.1057,62.9928,10.0000,70.0000,0.0000,55.0000,137.6214,114.2622,141.5287,117.4161,1050814830.1247,854501927.0000
125.2218,129.8750,128.4787,130.3729,0.9634,-3.0790,-4.0425,71.3259,76.3206,51.9532,47.1772,30.3476,30.8669,90.1830,30.2779,20.0000,80.0000,5.0000,60.0000,136.1729,114.2706,142.7574,116.9926,1044635911.6216,844433740.0000
125.3188,130.3002,127.8585,130.2785,0.6940,-3.5893,-4.2833,75.3431,82.1244,45.7544,43.0878,33.5901,31.8713,52.8917,-13.8395,30.0000,90.0000,0.0000,65.0000,136.4973,114.1403,143.8810,116.7193,1035951265.7523,832842815.0000
125.8517,130.9570,127.9210,130.5629,0.6446,-3.8123,-4.4568,82.2929,80.4239,55.0449,48.2456,36.0647,32.4955,92.0754,22.6257,40.0000,0.0000,5.0000,70.0000,137.8854,113.8180,145.2020,116.7121,1030915760.7270,845444899.0000
125.9555,131.2156,126.8046,130.3121,0.0299,-4.5881,-4.6180,88.7373,72.1798,52.3094,46.3299,39.7627,33.5407,78.2310,11.9080,50.0000,10.0000,10.0000,75.0000,138.2474,113.6636,145.7798,116.6515,1040635235.3746,861162678.0000
125.9330,131.5164,125.8144,130.2123,-0.7145,-5.3399,-4.6254,70.2414,52.0020,40.1762,38.2942,43.8722,34.4378,-8.8387,-65.3807,60.0000,20.0000,15.0000,80.0000,138.1867,113.6793,146.3183,116.7145,1025520630.0198,839508420.0000
126.6481,131.9900,125.9910,130.7588,-1.1398,-5.5866,-4.4468,57.5605,34.6338,39.0367,37.5693,45.7487,34.5422,-6.2943,-64.2578,70.0000,30.0000,0.0000,85.0000,139.4286,113.8677,146.5341,117.4459,1028759950.9351,851638643.0000
127.3006,132.8555,126.3200,131.4165,-1.6064,-5.7683,-4.1619,28.2041,20.8726,31.9972,33.0581,47.5853,34.5771,-61.7786,-118.8177,80.0000,0.0000,0.0000,90.0000,140.2430,114.3581,147.5754,118.1357,1016069946.2495,836572065.0000
128.7494,133.9459,127.4056,132.4673,-1.8428,-5.6030,-3.7603,18.1368,25.8088,20.6828,26.0942,48.1065,34.1513,-109.7348,-163.4761,90.0000,0.0000,0.0000,95.0000,141.9815,115.5174,148.3473,119.5444,1019652212.2232,822589672.0000
130.9340,135.2732,129.6708,134.0731,-1.5812,-4.8808,-3.2996,16.2770,42.6921,17.5609,24.1997,46.2979,33.0002,-206.8316,-242.1847,100.0000,10.0000,0.0000,100.0000,142.9865,118.8815,148.0645,122.4820,1004916891.9648,804998434.0000
133.0030,136.7642,132.6766,135.9603,-0.8749,-3.7792,-2.9043,43.0125,59.2909,24.6848,30.1890,43.6409,31.5995,-166.1249,-181.3074,100.0000,0.0000,0.0000,100.0000,140.3904,125.6155,146.9820,126.5464,1016957017.1066,825803062.0000
134.5282,137.8334,134.4172,137.1304,-0.5184,-3.2039,-2.6856,68.7867,63.5029,35.7969,37.7318,41.8669,30.5913,-76.0011,-107.3362,70.0000,10.0000,5.0000,85.0000,140.7545,128.3020,147.2843,128.3825,1029259119.0396,845584162.0000
135.2816,138.4909,134.9011,137.6452,-0.6202,-3.1761,-2.5560,66.0735,50.0293,37.1525,38.5560,41.6974,30.1235,-25.4069,-69.9066,80.0000,0.0000,10.0000,90.0000,142.0199,128.5433,148.1218,128.8601,1043970193.7189,864056591.0000
136.0623,139.1336,135.3445,138.1441,-0.7614,-3.1623,-2.4009,55.6486,35.0743,39.3205,39.8954,42.3287,29.8688,-25.7089,-69.8413,90.0000,10.0000,0.0000,95.0000,143.3089,128.8158,148.9025,129.3648,1030026509.6113,881574288.0000
136.4757,139.7701,135.6469,138.5821,-0.9977,-3.2083,-2.2106,28.3658,26.1102,29.1368,33.9291,43.0303,29.6007,-120.6396,-151.3982,100.0000,20.0000,5.0000,100.0000,143.6722,129.2792,149.7700,129.7703,1011877530.3254,862665584.0000
137.0998,140.5492,136.6718,139.3765,-0.9591,-2.9202,-1.9612,21.2086,29.2151,30.9377,35.2087,41.6678,28.7077,-105.4213,-129.1471,90.0000,30.0000,0.0000,95.0000,143.3164,130.8831,150.1243,130.9741,1015085418.7569,881497385.0000
137.3319,141.2909,137.6719,140.1350,-0.9043,-2.6257,-1.7214,28.7562,43.8300,26.8696,32.8012,40.6698,27.9480,-194.9758,-188.5788,100.0000,0.0000,0.0000,100.0000,142.9384,131.7254,150.4441,132.1377,997471077.5568,861419773.0000
138.4105,142.1435,139.1468,141.0929,-0.6006,-2.0959,-1.4953,37.6804,56.8778,34.8075,38.6738,38.7015,26.9006,-120.5341,-128.7095,20.0000,0.0000,0.0000,60.0000,142.7669,134.0542,150.4544,133.8326,1014767483.5010,882947289.0000
139.1423,142.7628,139.8631,141.6370,-0.5418,-1.8869,-1.3452,65.0532,73.5135,41.9622,43.4086,38.3025,26.4355,-4.2785,-68.0845,30.0000,0.0000,5.0000,65.0000,144.0100,134.2746,150.9728,134.5528,1030567172.6376,900172514.0000
139.6125,143.2025,140.0420,141.9085,-0.7022,-1.9119,-1.2097,67.8997,75.0527,33.1953,38.3197,38.8661,26.2642,-70.3791,-109.9006,40.0000,0.0000,0.0000,70.0000,145.2105,134.0145,151.5132,134.8919,1018891910.5663,887477722.0000
140.5255,143.8289,140.7549,142.4426,-0.6554,-1.6896,-1.0342,87.5877,72.3616,41.4647,43.8099,37.5209,25.5357,-3.7929,-66.8305,50.0000,0.0000,0.0000,75.0000,146.9329,134.1181,152.0125,135.6453,1023815733.6581,901322354.0000
141.1386,144.3427,140.9012,142.6896,-0.8430,-1.7134,-0.8703,69.6707,55.2611,40.1346,43.0416,36.8584,25.0593,-4.0596,-64.7481,60.0000,10.0000,5.0000,80.0000,148.3829,133.8942,152.8100,135.8754,1015861163.6566,889084554.0000
141.7003,144.8494,141.1519,142.9966,-1.0263,-1.6859,-0.6596,59.8265,40.8745,42.6734,44.7319,37.0867,24.8766,-14.6442,-75.1024,70.0000,20.0000,10.0000,85.0000,149.2965,134.1040,153.3748,136.3240,1009872670.8775,900422767.0000
142.2049,145.2472,141.2493,143.2369,-1.3191,-1.7221,-0.4030,36.2862,23.5284,31.9846,38.3867,37.3403,24.6843,-96.5383,-164.4270,80.0000,0.0000,15.0000,90.0000,150.1350,134.2748,153.7058,136.7886,999832307.2551,889862514.0000
143.0645,145.6648,141.9452,143.7758,-1.4057,-1.4789,-0.0732,26.5108,13.4676,28.0672,36.1259,35.2716,23.8036,-105.5940,-178.3643,90.0000,10.0000,20.0000,95.0000,150.8991,135.2299,153.4740,137.8556,1004870377.3459,903522436.0000
143.9986,146.1007,142.9830,144.4601,-1.3394,-1.0612,0.2782,7.7882,8.1064,13.2107,27.8165,33.2224,22.9807,-224.7350,-319.2874,100.0000,0.0000,25.0000,100.0000,151.0364,136.9609,152.8954,139.3061,993777800.8396,892016238.0000
145.2499,146.7006,144.8696,145.5092,-0.8424,-0.2293,0.6130,6.1038,17.2265,25.8815,41.2403,28.0919,21.2967,-195.4011,-257.0458,100.0000,0.0000,30.0000,100.0000,148.5273,141.9725,150.9208,142.4804,991173931.3331,911836280.0000
145.8765,146.9671,145.5472,145.8975,-0.7340,0.0897,0.8236,10.4273,28.1936,31.0828,45.2629,24.1217,20.5545,-148.6445,-192.7118,100.0000,0.0000,35.0000,100.0000,148.6485,143.1044,150.5454,143.3889,1003004254.1998,924400601.0000
146.3833,147.1325,146.0597,146.1771,-0.6563,0.3509,1.0071,35.1485,37.2157,33.2831,46.8497,22.2614,20.8224,-173.1355,-198.8780,100.0000,10.0000,40.0000,100.0000,148.8828,143.8839,150.2873,143.9777,1012407129.6942,934494300.0000
146.7926,147.2179,146.5707,146.4316,-0.5449,0.6263,1.1712,39.0050,29.8487,45.6227,54.5645,20.3945,21.1729,-134.1266,-135.8803,100.0000,0.0000,45.0000,100.0000,148.7131,144.8721,150.0821,144.3537,1017022602.7902,945023348.0000
